# Dungeon/InfiniteCorridorAbyssSkill/BP

#author("2016-06-13T04:56:56+00:00","","")
**タタラベ系 [#if020c93]

***スキル早見表　タタラベ [#t320db57]
|~名称|~進行PT|~狩りPT|~コメント|h
|LEFT:|CENTER:|CENTER:|LEFT:|c
|[[鉱石知識>Skill/Tatarabe/Explanation#r5564b1e]]||||
|[[最大HP上昇>Skill/Tatarabe/Explanation#f5d22759]]||||
|[[最大SP上昇>Skill/Tatarabe/Explanation#ta0ce338]]||||
|[[HP回復率上昇>Skill/Tatarabe/Explanation#qd0763d2]]||||
|[[鑑定>Skill/Tatarabe/Explanation#bbeb76a8]]||||
|[[メイスマスタリー>Skill/Tatarabe/Explanation#ze08feb9]]||||
|[[SP回復率上昇>Skill/Tatarabe/Explanation#r77db474]]||||
|[[ブロウ>Skill/Tatarabe/Explanation#t11574ca]]||||
|[[焚き火>Skill/Tatarabe/Explanation#w36070da]]||||
|[[高度金属精錬>Skill/Tatarabe/Explanation#lc3898e1]]||||
|[[キャンプ>Skill/Tatarabe/Explanation#p2a5a41e]]|×|×|奈落階層ではキャンプすることはできない。&br;リミットイクシードのオーバーヒートをキャンプで消すことができないため注意。|
|[[パリィ>Skill/Tatarabe/Explanation#c7a3abfc]]||||
|[[カウンター>Skill/Tatarabe/Explanation#g6adef54]]||||
|[[フェイント>Skill/Tatarabe/Explanation#b8bef1b3]]||||
|[[アイテム精製>Skill/Tatarabe/Explanation#y4169655]]||||
|[[メイス命中率上昇>Skill/Tatarabe/Explanation#ob29a1e3]]||||
|[[バニシングブロウ>Skill/Tatarabe/Explanation#fe596859]]||||
|[[亀の構え>Skill/Tatarabe/Explanation#q34b174f]]|◯|×|その場で攻撃を耐える取り巻き隔離では役に立つ。|
|[[金属製品補修キット作成>Skill/Tatarabe/Explanation#ttrbsyuri]]||||
|[[お得意様倉庫>Skill/Tatarabe/Explanation#otokuisama]]||||
|[[ストーンウォール>Skill/Tatarabe/Explanation#p291cb98]]|△|△|視線を遮る用&br;ボスは壁にめり込むと消失する恐れがあるのでボス戦での使用は慎重に。|
|[[ごうりき>Skill/Tatarabe/Explanation#j7bee981]]||||
|[[スローダート>Skill/Tatarabe/Explanation#raa31tha]]||||
|[[石つぶて>Skill/Tatarabe/Explanation#r34lmnt3ds]]||||
|[[ＤＯＧＥＺＡ>Skill/Tatarabe/Explanation#wqder877]]||||
|CENTER:~名称|~進行PT|~狩りPT|CENTER:~コメント|f

***スキル早見表　ブラックスミス [#m6e65139]
|~名称|~進行PT|~狩りPT|~コメント|h
|LEFT:|CENTER:|CENTER:|LEFT:|c
|[[フードファイター>Skill/Blacksmith/Explanation#pf7138b6]]||||
|[[ゴー！>Skill/Blacksmith/Explanation#he2071ac]]||||
|[[ツーハンドメイスマスタリー>Skill/Blacksmith/Explanation#y01d7a8e]]||||
|[[ロッククラッシャー>Skill/Blacksmith/Explanation#ibbad4fb]]||||
|[[戻れ！>Skill/Blacksmith/Explanation#be8646c8]]||||
|[[ファーストエイド>Skill/Blacksmith/Explanation#x0a7f789]]||||
|[[鉱石分析>Skill/Blacksmith/Explanation#e39039c4]]||||
|[[武器製造>Skill/Blacksmith/Explanation#b5ec60e9]]||||
|[[岩系ダメージ上昇>Skill/Blacksmith/Explanation#l0ba29e0]]||||
|[[防具製造>Skill/Blacksmith/Explanation#d3cf24eb]]||||
|[[集中射撃>Skill/Blacksmith/Explanation#bd74b77f]]||||
|[[杖製造>Skill/Blacksmith/Explanation#x4ffb99d]]||||
|[[アタックアシスト>Skill/Blacksmith/Explanation#v7879c96]]|☆or×|☆or×|憑依する場合は必須。それ以外は不要。|
|[[評定射撃>Skill/Blacksmith/Explanation#lcf0e06b]]||||
|[[炎の従者>Skill/Blacksmith/Explanation#o89baf4e]]||||
|[[拡散射撃>Skill/Blacksmith/Explanation#z407f086]]||||
|[[クリティカルアシスト>Skill/Blacksmith/Explanation#c755d3d9]]||||
|[[ウェットウエポン>Skill/Blacksmith/Explanation#t630128f]]||||
|[[鍛冶屋の魂>Skill/Blacksmith/Explanation#w128fd2b]]||||
|[[採掘指示>Skill/Blacksmith/Explanation#udf0c254]]||||
|[[鍛冶屋の鼻>Skill/Blacksmith/Explanation#pe07c114]]||||
|[[取り扱い指示>Skill/Blacksmith/Explanation#h6d990c6]]|◎|◎|装備の削れをあまり気にすることなく戦えるようになる。|
|[[強化成功率上昇（力）>Skill/Blacksmith/Explanation#hcf4d85d]]||||
|[[根性>Skill/Blacksmith/Explanation#s50c027d]]||||
|[[ナゲット投げ>Skill/Blacksmith/Explanation#e6944c2e]]||||
|[[アースクラッシュ>Skill/Blacksmith/Explanation#t0d9c5f7]]||||
|[[フレイムハート>Skill/Blacksmith/Explanation#t0d9c5f7]]|☆or△|☆or△|憑依する場合は必須。&br;2足歩行ロボにライドしている状態では効果が得られないのがネック|
|CENTER:~名称|~進行PT|~狩りPT|CENTER:~コメント|f

***スキル早見表　マシンナリー [#m64d82a9]
|~名称|~進行PT|~狩りPT|~コメント|h
|LEFT:|CENTER:|CENTER:|LEFT:|c
|[[機械組み立て>Skill/Machinery/Explanation#n7641336]]||||
