# Dungeon/InfiniteCorridorAbyssSkill/F

#author("2020-02-08T17:07:05+00:00","","")
**ソードマン系 [#i99f9f0c]

***スキル早見表　ソードマン [#ca905376]
|~名称|~進行PT|~狩りPT|~コメント|h
|LEFT:|CENTER:|CENTER:|LEFT:|c
|[[居合い>Skill/SwordMan/Explanation#s5b95493]]|☆|☆|あらゆる原点だが、これのLv1はジリオンブレイドとセットで必須になる。|
|[[最大HP上昇>Skill/SwordMan/Explanation#n163056f]]|☆|☆||
|[[HP回復率上昇>Skill/SwordMan/Explanation#x8ad14d9]]|◎|◎||
|[[最大SP上昇>Skill/SwordMan/Explanation#wd28207e]]|☆|☆||
|[[SP回復率上昇>Skill/SwordMan/Explanation#cb2b5ec1]]|◎|◎||
|[[アックスマスタリー>Skill/SwordMan/Explanation#d1b62153]]|☆|☆|斧で戦うなら|
|[[ショートソードマスタリー>Skill/SwordMan/Explanation#v0ee80f3]]|×|×||
|[[ソードマスタリー>Skill/SwordMan/Explanation#pe4ad457]]|☆|☆|剣で戦うなら|
|[[メイスマスタリー>Skill/SwordMan/Explanation#k8174d38]]|×|×||
|[[ブロウ>Skill/SwordMan/Explanation#kec10044]]|×|×||
|[[コンセントレート>Skill/SwordMan/Explanation#i130379e]]|◯|△||
|[[アタック・バースト>Skill/SwordMan/Explanation#k737134e]]|△|△|効果はごく薄い|
|[[チャージ>Skill/SwordMan/Explanation#t7a18e25]]|△|△|敵を吹っ飛ばしたいときに|
|[[パリィ>Skill/SwordMan/Explanation#u09d6982]]|◯|◯|効果は大きいが効果時間が短い|
|[[挑発>Skill/SwordMan/Explanation#f6f88872]]|△|△|釣りをするなら|
|[[カウンター>Skill/SwordMan/Explanation#f482314a]]|×|×||
|[[フェイント>Skill/SwordMan/Explanation#zbc9d3f4]]|◯|×||
|[[剣命中率上昇>Skill/SwordMan/Explanation#n09347a4]]|☆|☆|剣を使うなら|
|[[斧命中率上昇>Skill/SwordMan/Explanation#t9acd744]]|☆|☆|斧を使うなら|
|[[コンフュージョンブロウ>Skill/SwordMan/Explanation#c180d595]]|×|×||
|[[スタンブロウ>Skill/SwordMan/Explanation#c180d595]]|×|×||
|[[スロウブロウ>Skill/SwordMan/Explanation#c180d595]]|×|×||
|[[バニシングブロウ>Skill/SwordMan/Explanation#jbcc1670]]|×|×||
|[[ソードディレイキャンセル>Skill/SwordMan/Explanation#rd5b89b5]]|△|△|一閃使用時に。あるいはディレイキャンセル時でもジリオンループ維持できるなら一応メリットがある。しかしそういう場面に限って間に自力で挟む余裕はあまりない。どうしても必要ならパートナーのもので|
|[[居合い２段>Skill/SwordMan/Explanation#q57e7057]]|×|×|まず、居合いから直接ジリオンに繋ぐので不要|
|[[なぎ払い>Skill/SwordMan/Explanation#q3650b52]]|×|×||
|[[居合い３段>Skill/SwordMan/Explanation#vfaaf54a]]|×|×|２段と同様|
|CENTER:~名称|~進行PT|~狩りPT|CENTER:~コメント|f

***スキル早見表　ブレイドマスター [#x49daef0]
|~名称|~進行PT|~狩りPT|~コメント|h
|LEFT:|CENTER:|CENTER:|LEFT:|c
|[[フードファイター>Skill/BladeMaster/Explanation#g3892f88]]|☆|◎|タマゴサンド用|
|[[瞑想>Skill/BladeMaster/Explanation#n7b72b53]]|×|×||
|[[ツーハンドソードマスタリー>Skill/BladeMaster/Explanation#koriudk]]|△|△|エクヴィリーを取得すれば実質不要。斧などを使うときは×|
|[[兜割り>Skill/BladeMaster/Explanation#acbdfg7]]|×|×||
|[[気合>Skill/BladeMaster/Explanation#def9188a]]|×|×||
|[[ワー・クライ>Skill/BladeMaster/Explanation#ueedda93]]|△|×|耐性のない敵には5割程度のスタンを見込める&br;奈落はスタンの効く敵がそれなりに多い。|
|[[巨木断ち>Skill/BladeMaster/Explanation#acbdfg7]]|×|×||
|[[旋風剣>Skill/BladeMaster/Explanation#odb9e44b]]|×|×||
|[[隼の太刀>Skill/BladeMaster/Explanation#acbdfg7]]|×|×||
|[[アタックアシスト>Skill/BladeMaster/Explanation#q951d7b3]]|△|△||
|[[霞斬り>Skill/BladeMaster/Explanation#acbdfg7]]|×|×||
|[[アギト砕き>Skill/BladeMaster/Explanation#acbdfg7]]|×|×||
|[[真空波>Skill/BladeMaster/Explanation#zb9ce50c]]|×|×||
|[[燕返し>Skill/BladeMaster/Explanation#tubamek]]|×|×||
|[[バーサーク>Skill/BladeMaster/Explanation#g3892fas]]|△|◯|HP調整ができるなら大幅に火力ブーストが可能&br;邪魔になる場合もあるため、取得は要注意。|
|[[バーサークコントロール>Skill/BladeMaster/Explanation#ge4uai6]]|◯|◯|バーサーク使うなら必須|
