# PetList/NormalDogTiny

RIGHT:&edit(PetList/NormalDogTiny,noicon){犬系ペット～タイニー系ペットを編集};

**犬系ペット [#group-dog]
***わんわん [#wanwan]
|CENTER:128|CENTER:100|CENTER:100|CENTER:60|CENTER:370|c
|~画像|~固有命令スキル&br;習得可能職業|~初期&br;パラメーター|~成長(転生前)((黒は限界値が確定していると思われるパラメーター、灰色はまだ限界値が確定していないと思われるパラメーターです。))|~説明と入手法|h
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/WanWan.jpg,nolink,128x128);|エクスプローラー|HP:400&br;ATK:42&br;M.ATK:11&br;DEF:32&br;M.DEF:10&br;S.HIT:35&br;L.HIT:12&br;M.HIT:39&br;S.AVOID:50&br;L.AVOID:24&br;M.RST:18&br;CRITICAL:20&br;&br;&color(#a0a0a3){DEF(%):14&br;M.DEF(%):10};&br;&color(#a0a0a0){A.SPD:-};&br;&color(#a0a0a1){C.SPD:-};&br;&color(#a0a0a2){C.AVOID:-};&br;&color(#a0a0a3){RCV:100};&br;&color(#a0a0a4){M.RCV:-};&br;&color(#a0a0a5){S.RCV:-};|((4/14変更。ATK:+127→126、DEF:+102→100、MDEF:&color(#0a0a0a){+27};→20、S.AVOID:+151→150、L.HIT:+42→40))&color(#f00000){+1750};&br;&color(#000001){+126};&br;&color(#000002){+33};&br;&color(#f00003){+118};&br;&color(#f00004){+100};&br;&color(#000005){+110};&br;&color(#000006){+40};&br;&color(#000007){+117};&br;&color(#000008){+150};&br;&color(#000009){+72};&br;&color(#00000a){+54};&br;&color(#00000b){+64};&br;&br;&color(#a0a0a0){-};&br;&color(#a0a0a0){-};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a1){+0};&br;&color(#a0a0a2){+0};&br;&color(#a0a0a3){+0};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a5){+0};|動物系ペット。ペットの王道、わんわんです。連れ歩くだけでも楽しいですが、エクスプローラーの命令スキルで戦わせることもできます。&br;&br;【ユニオン時】&br;系統：犬系　攻撃タイプ：斬り&br;MP50&br;SP80&br;DEF(%)14&br;MDEF(%)10&br;&br;【入手法】&br;1.イストー岬のペットショップ（民家のママさん）が、55,000Gで販売&br;2.アイテムBOXにて、エミルのメダル・カッパーメダルで抽選&br;&br;|

***おめかしわんわん [#omekashi-wanwan]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/OmekashiWanWan.jpg,nolink,128x128);|エクスプローラー|HP:400&br;ATK:63&br;M.ATK:22&br;DEF:48&br;M.DEF:20&br;S.HIT:54&br;L.HIT:18&br;M.HIT:57&br;S.AVOID:75&br;L.AVOID:36&br;M.RST:27&br;CRITICAL:30&br;&br;&color(#a0a0a0){A.SPD:-};&br;&color(#a0a0a1){C.SPD:-};&br;&color(#a0a0a2){C.AVOID:-};&br;&color(#a0a0a3){RCV:100};&br;&color(#a0a0a4){M.RCV:-};&br;&color(#a0a0a5){S.RCV:-};|&color(#f00000){+1950};&br;&color(#000001){+147};&br;&color(#000000){+43};&br;&color(#f00003){+116};&br;&color(#f00000){+105};&br;&color(#000005){+110};&br;&color(#000006){+40};&br;&color(#000000){+117};&br;&color(#000000){+150};&br;&color(#000009){+72};&br;&color(#000000){+54};&br;&color(#00000b){+64};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a1){+200};&br;&color(#a0a0a2){+0};&br;&color(#a0a0a3){+0};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a5){+0};|動物系ペット。わんわんのチェンジ後です。&br;&br;【ユニオン時】&br;系統：犬系　攻撃タイプ：斬り&br;MP50&br;SP80&br;DEF(%)21&br;MDEF(%)15&br;&color(#a0a0ac){※ユニオン時はコンセントレートのキューブ無し};&br;&br;【使用スキル】&br;ファングアタック：対象にダメージ倍率300％？の物理攻撃&br;遠吠え：対象を一定時間スタンさせる&br;コンセントレート：ペット自身のS.HITを上昇させる。&br;&br;【入手法】&br;1回以上転生したわんわんを装備した状態でガブリエルぼうや（タイニーアイランド）に話しかける。&br;レンジャー系の場合は転生していなくてもいい。&br;費用としてタイニーメダルが１個必要。&br;&color(#a0a0ac){※左の数値は転生なしでのカンストです};&br;&br;【備考】&br;&color(red){装備すると誰でもスキル「戻れ!」を使える};|

***ブラックタン [#black-tan]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
